,TransactionID,Machine,Day,Medication,Type,AmtRemaining
13894,MM8VL4LK6RZV,1,2020-11-13,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,4
13895,4Q74BVYI6X6K,1,2020-11-14,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,1
13896,2MEJ2YRL94NV,1,2020-11-15,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13897,0EUBO03NAB2C,1,2020-11-16,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13898,9967Y1YGVEGH,1,2020-11-16,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,19
13899,8ENVA3UFEVHJ,1,2020-11-17,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,17
13900,9QJVX0E021VI,1,2020-11-18,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,14
13901,KQ5ZN3RUAW9H,1,2020-11-19,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,13
13902,X4BH47EMGG74,1,2020-11-20,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,12
13903,IACD8Y6YU9I7,1,2020-11-21,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,9
13904,A7J6J95EKDVB,1,2020-11-21,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,6
13905,CEGPR0RVV1NZ,1,2020-11-22,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,4
13906,O8D5IFVEREE3,1,2020-11-23,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,2
13907,PX4RNEK2QELC,1,2020-11-24,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13908,ZA1LTFNVCJ1M,1,2020-11-25,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13909,EWV33923BJ6L,1,2020-11-26,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,17
13910,PVA97UD2JKF2,1,2020-11-27,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,15
13911,FUXYT3LCCQTR,1,2020-11-27,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,13
13912,ITNIS8AN12CD,1,2020-11-28,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,11
13913,4W1N63986CSS,1,2020-11-29,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,10
13914,0XIVF8E0OPET,1,2020-11-30,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,8
13915,9EPUS0L9PNU5,1,2020-12-01,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,6
13916,VJ71B37AE7IK,1,2020-12-02,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,5
13917,RX8ZOUHG8KV1,1,2020-12-02,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,3
13918,59TC7CCI5RZI,1,2020-12-03,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13919,WDPI2GD9DIQ6,1,2020-12-04,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13920,BKPG709SSKBT,1,2020-12-05,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,17
13921,PSXGZWUSSC2Q,1,2020-12-06,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,14
13922,S2MB9DZVLLI5,1,2020-12-07,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,11
13923,HMZ1R8JYBNRN,1,2020-12-07,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,8
13924,G1B8DESYFHFA,1,2020-12-08,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,5
13925,VKBYP5L8J2WP,1,2020-12-09,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,4
13926,FDJNK2DRB4W0,1,2020-12-10,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,2
13927,QNP07EKRS7YA,1,2020-12-11,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,1
13928,LO8FXX56T9IQ,1,2020-12-12,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13929,XL0RTTFAP73V,1,2020-12-12,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13930,YXTV3PR0OSVE,1,2020-12-13,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,17
13931,GBQLUHT31OR3,1,2020-12-14,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,16
13932,43HHOQ5FFYQX,1,2020-12-15,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,13
13933,HB5GWBUPBB5J,1,2020-12-16,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,10
13934,AQBW5KJYMEBC,1,2020-12-17,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,7
13935,NRHXMKAYB8JI,1,2020-12-18,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,5
13936,53GO74NOY84T,1,2020-12-18,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,4
13937,QIKGRIHF88VQ,1,2020-12-19,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,3
13938,J5XOK7GI9Q6F,1,2020-12-20,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,2
13939,UPIBLI1PMQSB,1,2020-12-21,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13940,2VLE3C5X5T2I,1,2020-12-22,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13941,QMMZUQD1VMHY,1,2020-12-23,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,19
13942,GI60ZNW29M86,1,2020-12-23,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,16
13943,UY7WJT9XSPGR,1,2020-12-24,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,15
13944,8T5DAF36CJEH,1,2020-12-25,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,13
13945,TMW9DUTBX8YI,1,2020-12-26,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,11
13946,0Q1KNRJAFSXW,1,2020-12-27,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,10
13947,SALIWKIDNHV1,1,2020-12-28,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,8
13948,7UDBZLRKWFS7,1,2020-12-28,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,6
13949,R4AH425FFK17,1,2020-12-29,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,3
13950,A585LS720MEZ,1,2020-12-30,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Withdrawal,0
13951,TSCNCHL3Q8T4,1,2020-12-31,ciprofloxacin/dexamethasone 0.3%- 7.5mL SUSP,Refill,20
13952,W2W6GRSMG83Q,1,2020-01-03,citalopram 10mg TAB,Withdrawal,9
13953,SRSI55H43RLH,1,2020-01-05,citalopram 10mg TAB,Withdrawal,7
13954,ZA0GAGZ21FUN,1,2020-01-07,citalopram 10mg TAB,Withdrawal,5
13955,EJ7Z4O6AZ0DF,1,2020-01-09,citalopram 10mg TAB,Withdrawal,3
13956,WEAJFTIDZT3N,1,2020-01-11,citalopram 10mg TAB,Withdrawal,0
13957,HBECH1RKN7BS,1,2020-01-13,citalopram 10mg TAB,Refill,10
13958,ODE6TTI4LF09,1,2020-01-15,citalopram 10mg TAB,Withdrawal,8
13959,OYOBX0SPA3GJ,1,2020-01-17,citalopram 10mg TAB,Withdrawal,6
13960,U6L0CXQ1FC95,1,2020-01-19,citalopram 10mg TAB,Withdrawal,3
13961,W053KBL7CI4O,1,2020-01-21,citalopram 10mg TAB,Withdrawal,1
13962,HXCCNTCRMG3T,1,2020-01-23,citalopram 10mg TAB,Withdrawal,0
13963,DL6A7YCQUAAK,1,2020-01-25,citalopram 10mg TAB,Refill,10
13964,W7BVNN2D2HPK,1,2020-01-27,citalopram 10mg TAB,Withdrawal,9
13965,FEHWI2ICTTBA,1,2020-01-29,citalopram 10mg TAB,Withdrawal,7
13966,NN6A06ZX3UAB,1,2020-01-31,citalopram 10mg TAB,Withdrawal,6
13967,C9AH15N24MM3,1,2020-02-02,citalopram 10mg TAB,Withdrawal,3
13968,5YTO6IQS4OBQ,1,2020-02-04,citalopram 10mg TAB,Withdrawal,2
13969,LSEYD1TXSM60,1,2020-02-06,citalopram 10mg TAB,Withdrawal,0
13970,2MI07Y1ULMNY,1,2020-02-08,citalopram 10mg TAB,Refill,10
13971,QVITMPY4P5XI,1,2020-02-10,citalopram 10mg TAB,Withdrawal,7
13972,BJDKIJXO7L9F,1,2020-02-12,citalopram 10mg TAB,Withdrawal,6
13973,E5UJG5HI3TBK,1,2020-02-14,citalopram 10mg TAB,Withdrawal,4
13974,8ZQG16HB6CWM,1,2020-02-16,citalopram 10mg TAB,Withdrawal,2
13975,GYV2SJV9E661,1,2020-02-18,citalopram 10mg TAB,Withdrawal,0
13976,RFF1D7NYDWEA,1,2020-02-20,citalopram 10mg TAB,Refill,10
13977,XVXUGQ38BMHM,1,2020-02-22,citalopram 10mg TAB,Withdrawal,7
13978,BY0Q4DKU4AG2,1,2020-02-24,citalopram 10mg TAB,Withdrawal,4
13979,16TW94OHTVOM,1,2020-02-26,citalopram 10mg TAB,Withdrawal,1
13980,CD8KSOCXGBRG,1,2020-02-28,citalopram 10mg TAB,Withdrawal,0
13981,06V6B3BO6R4K,1,2020-03-01,citalopram 10mg TAB,Refill,10
13982,C2XDXE7UF285,1,2020-03-04,citalopram 10mg TAB,Withdrawal,9
13983,YUOI9I57SSB8,1,2020-03-06,citalopram 10mg TAB,Withdrawal,6
13984,W5ACL42E4OKY,1,2020-03-08,citalopram 10mg TAB,Withdrawal,4
13985,CKP0Q9CG5N5B,1,2020-03-10,citalopram 10mg TAB,Withdrawal,1
13986,0J8QS22RN2G8,1,2020-03-12,citalopram 10mg TAB,Withdrawal,0
13987,LAM3LCAR7TPN,1,2020-03-14,citalopram 10mg TAB,Refill,10
13988,17X3SVNL0C67,1,2020-03-16,citalopram 10mg TAB,Withdrawal,7
13989,2XKYV9GX7OYF,1,2020-03-18,citalopram 10mg TAB,Withdrawal,4
13990,S28XSJCTJI7F,1,2020-03-20,citalopram 10mg TAB,Withdrawal,1
13991,9XZKI3D1RF3I,1,2020-03-22,citalopram 10mg TAB,Withdrawal,0
13992,4SU2P3EHWYHC,1,2020-03-24,citalopram 10mg TAB,Refill,10
13993,RC0BT9VWAFV3,1,2020-03-26,citalopram 10mg TAB,Withdrawal,7
13994,FHV4Z3DEF16F,1,2020-03-28,citalopram 10mg TAB,Withdrawal,5
13995,7G7CGZD1VCUW,1,2020-03-30,citalopram 10mg TAB,Withdrawal,2
13996,JFA570IN2NOD,1,2020-04-01,citalopram 10mg TAB,Withdrawal,1
13997,PD8XJTHT95DO,1,2020-04-03,citalopram 10mg TAB,Withdrawal,0
13998,NC6L9ZV92070,1,2020-04-05,citalopram 10mg TAB,Refill,10
13999,85A62N72U7YK,1,2020-04-07,citalopram 10mg TAB,Withdrawal,9
14000,3BKPEQ5OUELL,1,2020-04-09,citalopram 10mg TAB,Withdrawal,8
14001,0D1SVW551O69,1,2020-04-11,citalopram 10mg TAB,Withdrawal,5
14002,RV4RNSE1CI5L,1,2020-04-13,citalopram 10mg TAB,Withdrawal,3
14003,Z8JC6TCRQV5Z,1,2020-04-15,citalopram 10mg TAB,Withdrawal,2
14004,KY65JCDB6CV7,1,2020-04-17,citalopram 10mg TAB,Withdrawal,0
14005,YA9YRNL2VRAQ,1,2020-04-19,citalopram 10mg TAB,Refill,10
14006,REKOE9ULLMOB,1,2020-04-21,citalopram 10mg TAB,Withdrawal,8
14007,HIDCGTYPFJOS,1,2020-04-23,citalopram 10mg TAB,Withdrawal,5
14008,V0ESAXQ0C0QN,1,2020-04-25,citalopram 10mg TAB,Withdrawal,3
14009,Q668QLAWXOLH,1,2020-04-27,citalopram 10mg TAB,Withdrawal,2
14010,VXCFA1UQ1L81,1,2020-04-29,citalopram 10mg TAB,Withdrawal,0
14011,99VST000241R,1,2020-05-01,citalopram 10mg TAB,Refill,10
14012,PGYD2WO03GQG,1,2020-05-03,citalopram 10mg TAB,Withdrawal,8
14013,Y0LG67MMGNXD,1,2020-05-05,citalopram 10mg TAB,Withdrawal,7
14014,HRFSXVQH713R,1,2020-05-07,citalopram 10mg TAB,Withdrawal,6
14015,IDGQWO8D2K3N,1,2020-05-09,citalopram 10mg TAB,Withdrawal,5
14016,NX4QAFSLFX95,1,2020-05-11,citalopram 10mg TAB,Withdrawal,3
14017,6JG3YUDKUQ0A,1,2020-05-13,citalopram 10mg TAB,Withdrawal,0
14018,05108SJQZPX7,1,2020-05-15,citalopram 10mg TAB,Refill,10
14019,WUH5HUETYXHE,1,2020-05-17,citalopram 10mg TAB,Withdrawal,7
14020,BGKB6ZO07YPB,1,2020-05-19,citalopram 10mg TAB,Withdrawal,6
14021,P7E2OSEBWZ7Y,1,2020-05-21,citalopram 10mg TAB,Withdrawal,3
14022,U959WI1WZ96P,1,2020-05-23,citalopram 10mg TAB,Withdrawal,2
14023,O4657CKV4S1W,1,2020-05-25,citalopram 10mg TAB,Withdrawal,0
14024,NB13KXSP0G9X,1,2020-05-27,citalopram 10mg TAB,Refill,10
14025,QR2RLELM9NHR,1,2020-05-29,citalopram 10mg TAB,Withdrawal,8
14026,PXQJU6FSMRYH,1,2020-05-31,citalopram 10mg TAB,Withdrawal,5
14027,4VD3E7EXX030,1,2020-06-02,citalopram 10mg TAB,Withdrawal,4
14028,P10PXK6JGSVM,1,2020-06-04,citalopram 10mg TAB,Withdrawal,2
14029,GZTWC6A7LBQ2,1,2020-06-06,citalopram 10mg TAB,Withdrawal,0
14030,KB4F30KAS10G,1,2020-06-08,citalopram 10mg TAB,Refill,10
14031,PLK5Q0JV35Q3,1,2020-06-10,citalopram 10mg TAB,Withdrawal,7
14032,T4MPYM5RUCFS,1,2020-06-12,citalopram 10mg TAB,Withdrawal,6
14033,FESQ68AOTQZS,1,2020-06-14,citalopram 10mg TAB,Withdrawal,5
14034,B39EX9YPGGLK,1,2020-06-16,citalopram 10mg TAB,Withdrawal,3
14035,7F3G19G6VR08,1,2020-06-18,citalopram 10mg TAB,Withdrawal,2
14036,7QHS1QVNIIUJ,1,2020-06-20,citalopram 10mg TAB,Withdrawal,0
14037,TL90TTGAQ05Z,1,2020-06-22,citalopram 10mg TAB,Refill,10
14038,VWQ0WLYHHEUC,1,2020-06-24,citalopram 10mg TAB,Withdrawal,7
14039,9BFSOG0UJT3L,1,2020-06-26,citalopram 10mg TAB,Withdrawal,4
14040,5OVEO6KMSJJA,1,2020-06-28,citalopram 10mg TAB,Withdrawal,1
14041,J1V777DUNWXJ,1,2020-06-30,citalopram 10mg TAB,Withdrawal,0
14042,L0XUY21G09A7,1,2020-07-03,citalopram 10mg TAB,Refill,10
14043,2F34801IPFYP,1,2020-07-05,citalopram 10mg TAB,Withdrawal,7
14044,TF0XU7VNMGWM,1,2020-07-07,citalopram 10mg TAB,Withdrawal,4
14045,7YY5WT0JLRL3,1,2020-07-09,citalopram 10mg TAB,Withdrawal,2
14046,NYP9XJ14C2KE,1,2020-07-11,citalopram 10mg TAB,Withdrawal,0
14047,8ZL34AVFRBHX,1,2020-07-13,citalopram 10mg TAB,Refill,10
14048,JZ6NETS22WO8,1,2020-07-15,citalopram 10mg TAB,Withdrawal,8
14049,3V76I2GMN1IF,1,2020-07-17,citalopram 10mg TAB,Withdrawal,7
14050,8TG27RS50H74,1,2020-07-19,citalopram 10mg TAB,Withdrawal,6
14051,DHUYOQA1VKM8,1,2020-07-21,citalopram 10mg TAB,Withdrawal,3
14052,9VV8GLMRORH3,1,2020-07-23,citalopram 10mg TAB,Withdrawal,1
14053,22F4MKAYCMWA,1,2020-07-25,citalopram 10mg TAB,Withdrawal,0
14054,VKO8L48ZF5BX,1,2020-07-27,citalopram 10mg TAB,Refill,10
14055,TF2UAFKLWW2M,1,2020-07-29,citalopram 10mg TAB,Withdrawal,9
14056,6GHS4XH9XG41,1,2020-07-31,citalopram 10mg TAB,Withdrawal,6
14057,XBTQ5HGI87QJ,1,2020-08-02,citalopram 10mg TAB,Withdrawal,4
14058,TJC43CFZDSKE,1,2020-08-04,citalopram 10mg TAB,Withdrawal,1
14059,40VCQKB6E7HL,1,2020-08-06,citalopram 10mg TAB,Withdrawal,0
14060,XQN2X4Y3361D,1,2020-08-08,citalopram 10mg TAB,Refill,10
14061,1YRPMP6ZNYVR,1,2020-08-10,citalopram 10mg TAB,Withdrawal,7
14062,DAGBYRCWBWQE,1,2020-08-12,citalopram 10mg TAB,Withdrawal,5
14063,GTL9XPP1ZNQQ,1,2020-08-14,citalopram 10mg TAB,Withdrawal,4
14064,0B2NZOSRF85U,1,2020-08-16,citalopram 10mg TAB,Withdrawal,3
14065,47UFVSOY422J,1,2020-08-18,citalopram 10mg TAB,Withdrawal,1
14066,LF0ISSGP5PC7,1,2020-08-20,citalopram 10mg TAB,Withdrawal,0
14067,DJ9OGQG0VWC0,1,2020-08-22,citalopram 10mg TAB,Refill,10
14068,89W6BVMSIPFK,1,2020-08-24,citalopram 10mg TAB,Withdrawal,8
14069,JTNUOVKZPJD1,1,2020-08-26,citalopram 10mg TAB,Withdrawal,7
14070,PSH74TB2LULJ,1,2020-08-28,citalopram 10mg TAB,Withdrawal,4
14071,VG7T64CFEAI5,1,2020-08-30,citalopram 10mg TAB,Withdrawal,3
14072,5TZ713FI49UB,1,2020-09-01,citalopram 10mg TAB,Withdrawal,2
14073,J12J4P1QNYPS,1,2020-09-03,citalopram 10mg TAB,Withdrawal,0
14074,9T9ET7ROWR5S,1,2020-09-05,citalopram 10mg TAB,Refill,10
14075,ZWGWGVJMB9LZ,1,2020-09-07,citalopram 10mg TAB,Withdrawal,8
14076,21P5NPHLTHN9,1,2020-09-09,citalopram 10mg TAB,Withdrawal,5
14077,KOWWKG2M358H,1,2020-09-11,citalopram 10mg TAB,Withdrawal,2
14078,AJ91N7W6UVI2,1,2020-09-13,citalopram 10mg TAB,Withdrawal,0
14079,WEX31J84HGCQ,1,2020-09-15,citalopram 10mg TAB,Refill,10
14080,ICNS45GNGWXW,1,2020-09-17,citalopram 10mg TAB,Withdrawal,9
14081,T4HN0A8PBIZ6,1,2020-09-19,citalopram 10mg TAB,Withdrawal,8
14082,62DJEIYGRWCC,1,2020-09-21,citalopram 10mg TAB,Withdrawal,7
14083,0SKAZ4TEVQ8D,1,2020-09-23,citalopram 10mg TAB,Withdrawal,5
14084,V5SCFHNKK526,1,2020-09-25,citalopram 10mg TAB,Withdrawal,3
14085,KFYLWDKB863Z,1,2020-09-27,citalopram 10mg TAB,Withdrawal,2
14086,QXTK8ZBIFI8J,1,2020-09-29,citalopram 10mg TAB,Withdrawal,1
14087,UXPS9MZPNB0A,1,2020-10-01,citalopram 10mg TAB,Withdrawal,0
14088,YSFOUBB3SCDK,1,2020-10-03,citalopram 10mg TAB,Refill,10
14089,HHV4K5ZR8M2X,1,2020-10-05,citalopram 10mg TAB,Withdrawal,8
14090,451X793VE47W,1,2020-10-07,citalopram 10mg TAB,Withdrawal,6
14091,6G6ZQF1AR4CB,1,2020-10-09,citalopram 10mg TAB,Withdrawal,3
14092,OTL6AM06LZEU,1,2020-10-11,citalopram 10mg TAB,Withdrawal,0
14093,J4TQH2YMFVKO,1,2020-10-13,citalopram 10mg TAB,Refill,10
14094,E30WLT0GKXOV,1,2020-10-15,citalopram 10mg TAB,Withdrawal,9
14095,DGOW44PYJK38,1,2020-10-17,citalopram 10mg TAB,Withdrawal,7
14096,C410XJOQL2J0,1,2020-10-19,citalopram 10mg TAB,Withdrawal,6
14097,BH4SMPWDYL01,1,2020-10-21,citalopram 10mg TAB,Withdrawal,4
14098,NDLPC63R4Y7S,1,2020-10-23,citalopram 10mg TAB,Withdrawal,2
14099,W5R88ASBDVBT,1,2020-10-25,citalopram 10mg TAB,Withdrawal,0
14100,ICHLEAL1NE0C,1,2020-10-27,citalopram 10mg TAB,Refill,10
14101,EUNHB0WJ0OWM,1,2020-10-29,citalopram 10mg TAB,Withdrawal,8
14102,LF2WCLZXT3S8,1,2020-11-01,citalopram 10mg TAB,Withdrawal,5
14103,FXV7QGUK4HSM,1,2020-11-03,citalopram 10mg TAB,Withdrawal,3
14104,ODZW0GCFVP4C,1,2020-11-05,citalopram 10mg TAB,Withdrawal,0
14105,EQ1ETBHH3DQ6,1,2020-11-07,citalopram 10mg TAB,Refill,10
14106,0MJZARBK4VFH,1,2020-11-09,citalopram 10mg TAB,Withdrawal,7
14107,D5ZLRNE60QLQ,1,2020-11-11,citalopram 10mg TAB,Withdrawal,5
14108,IK24E4N6GPG2,1,2020-11-13,citalopram 10mg TAB,Withdrawal,3
14109,HXHTXJOPQO8E,1,2020-11-15,citalopram 10mg TAB,Withdrawal,2
14110,7S6O4ALWF5WT,1,2020-11-17,citalopram 10mg TAB,Withdrawal,1
14111,2R5ONQRHKTKW,1,2020-11-19,citalopram 10mg TAB,Withdrawal,0
14112,FYJZO5L1ZS8Y,1,2020-11-21,citalopram 10mg TAB,Refill,10
14113,813BU1RH49YT,1,2020-11-23,citalopram 10mg TAB,Withdrawal,9
14114,WT5B4SJW6OXG,1,2020-11-25,citalopram 10mg TAB,Withdrawal,8
14115,APAEJAWY6Q8F,1,2020-11-27,citalopram 10mg TAB,Withdrawal,6
14116,X7X41S7UIXID,1,2020-11-29,citalopram 10mg TAB,Withdrawal,4
14117,KKLKNQD6VA12,1,2020-12-01,citalopram 10mg TAB,Withdrawal,1
14118,T0S2CNRR51DV,1,2020-12-03,citalopram 10mg TAB,Withdrawal,0
14119,11N7D51AKO10,1,2020-12-05,citalopram 10mg TAB,Refill,10
14120,CNSLPEYS6HWJ,1,2020-12-07,citalopram 10mg TAB,Withdrawal,8
14121,KB1XCIN5WI76,1,2020-12-09,citalopram 10mg TAB,Withdrawal,6
14122,J2C83AT10UF6,1,2020-12-11,citalopram 10mg TAB,Withdrawal,4
14123,D1JFO0VOTGV7,1,2020-12-13,citalopram 10mg TAB,Withdrawal,3
14124,BGBM80DA7GWK,1,2020-12-15,citalopram 10mg TAB,Withdrawal,1
14125,G6FXDXKL06BZ,1,2020-12-17,citalopram 10mg TAB,Withdrawal,0
14126,0AY50CWAGACY,1,2020-12-19,citalopram 10mg TAB,Refill,10
14127,MHPS2I4TAIJA,1,2020-12-21,citalopram 10mg TAB,Withdrawal,7
14128,1B0APIO9SSFU,1,2020-12-23,citalopram 10mg TAB,Withdrawal,4
14129,PS0T0ZZF4T96,1,2020-12-25,citalopram 10mg TAB,Withdrawal,3
14130,9IIO0QUZ7MSH,1,2020-12-27,citalopram 10mg TAB,Withdrawal,1
14131,HDTE3H0WV7BP,1,2020-12-29,citalopram 10mg TAB,Withdrawal,0
14132,Q65KUT5DMCQ9,1,2020-12-31,citalopram 10mg TAB,Refill,10
14133,SNG9ZWXVF9OS,1,2020-01-02,clindamycin 75mg CAP,Withdrawal,19
14134,OPJ8I6GXHRZ8,1,2020-01-03,clindamycin 75mg CAP,Withdrawal,17
14135,XOOFLV1JOFMT,1,2020-01-03,clindamycin 75mg CAP,Withdrawal,14
14136,QIK0VEUH5PLI,1,2020-01-04,clindamycin 75mg CAP,Withdrawal,12
14137,NKSPKQDB6S7N,1,2020-01-05,clindamycin 75mg CAP,Withdrawal,11
14138,IVS8JTUAM3F9,1,2020-01-06,clindamycin 75mg CAP,Withdrawal,8
14139,Z8Z16DN1RASR,1,2020-01-06,clindamycin 75mg CAP,Withdrawal,5
14140,W0NHZAZZKCDT,1,2020-01-07,clindamycin 75mg CAP,Withdrawal,2
14141,YW1LVTJB2T9G,1,2020-01-08,clindamycin 75mg CAP,Withdrawal,0
14142,2H6C5TR5VXC9,1,2020-01-09,clindamycin 75mg CAP,Refill,20
14143,TWSIUYID42CF,1,2020-01-09,clindamycin 75mg CAP,Withdrawal,19
14144,F3UFA5O73N26,1,2020-01-10,clindamycin 75mg CAP,Withdrawal,17
14145,CGS1LEFL3NDK,1,2020-01-11,clindamycin 75mg CAP,Withdrawal,14
14146,0WNR161LV9EG,1,2020-01-12,clindamycin 75mg CAP,Withdrawal,11
14147,75CW4IZU0NMD,1,2020-01-13,clindamycin 75mg CAP,Withdrawal,9
14148,XEJA2DUCJ9XF,1,2020-01-13,clindamycin 75mg CAP,Withdrawal,7
14149,CQ4ECL504D6E,1,2020-01-14,clindamycin 75mg CAP,Withdrawal,5
14150,QQNN7Q5LVCJ2,1,2020-01-15,clindamycin 75mg CAP,Withdrawal,4
14151,GT5CQAQZHEEC,1,2020-01-16,clindamycin 75mg CAP,Withdrawal,2
14152,5CPGDMI478UD,1,2020-01-16,clindamycin 75mg CAP,Withdrawal,0
14153,1Y7J3CHHWPLM,1,2020-01-17,clindamycin 75mg CAP,Refill,20
14154,5YJJHVW1G5GZ,1,2020-01-18,clindamycin 75mg CAP,Withdrawal,19
14155,QKP4G78C5QU8,1,2020-01-19,clindamycin 75mg CAP,Withdrawal,18
14156,0QYS7ACTT402,1,2020-01-19,clindamycin 75mg CAP,Withdrawal,16
14157,0JL6UCT99K6M,1,2020-01-20,clindamycin 75mg CAP,Withdrawal,13
14158,YPY6N51SSEP2,1,2020-01-21,clindamycin 75mg CAP,Withdrawal,11
14159,2JGUCMSOAYKI,1,2020-01-22,clindamycin 75mg CAP,Withdrawal,10
14160,QT12O5L8NMPJ,1,2020-01-23,clindamycin 75mg CAP,Withdrawal,7
14161,RVWZ73BO4FS6,1,2020-01-23,clindamycin 75mg CAP,Withdrawal,6
14162,BZM5ITQDLBOQ,1,2020-01-24,clindamycin 75mg CAP,Withdrawal,4
14163,ASPM5WR2TN7O,1,2020-01-25,clindamycin 75mg CAP,Withdrawal,1
14164,ELZGJVCLOJ9C,1,2020-01-26,clindamycin 75mg CAP,Withdrawal,0
14165,PZUFLN6NQERU,1,2020-01-26,clindamycin 75mg CAP,Refill,20
14166,NWAVXLPW7RGM,1,2020-01-27,clindamycin 75mg CAP,Withdrawal,18
14167,R2K3RR9I6C1R,1,2020-01-28,clindamycin 75mg CAP,Withdrawal,17
14168,X8SYI71FUQ23,1,2020-01-29,clindamycin 75mg CAP,Withdrawal,16
14169,BWQV2RHSS71U,1,2020-01-29,clindamycin 75mg CAP,Withdrawal,13
14170,CEKU6DXFJYH3,1,2020-01-30,clindamycin 75mg CAP,Withdrawal,12
14171,MLLAOBIUMN6P,1,2020-01-31,clindamycin 75mg CAP,Withdrawal,11
14172,6OYBPZPAZPY6,1,2020-02-01,clindamycin 75mg CAP,Withdrawal,10
14173,EL7MGMONOKBX,1,2020-02-02,clindamycin 75mg CAP,Withdrawal,9
14174,AXY49YMZU6I0,1,2020-02-02,clindamycin 75mg CAP,Withdrawal,7
14175,I3YX08UOELJ7,1,2020-02-03,clindamycin 75mg CAP,Withdrawal,4
