TransactionID,Machine,Day,Medication,Type,AmtRemaining
RPKAL0MI05O0,1,2020-10-17,cloNIDine 0.1mg TAB,Withdrawal,4
Z6BBWTE4SQHN,1,2020-10-18,cloNIDine 0.1mg TAB,Withdrawal,3
5HOWBCVP3CYK,1,2020-10-18,cloNIDine 0.1mg TAB,Withdrawal,1
IY6UKOMB4TFL,1,2020-10-18,cloNIDine 0.1mg TAB,Withdrawal,0
S8FDVOVR2ISF,1,2020-10-19,cloNIDine 0.1mg TAB,Refill,30
N8649SXJXKGX,1,2020-10-19,cloNIDine 0.1mg TAB,Withdrawal,29
YPTEAZ2UKA7X,1,2020-10-19,cloNIDine 0.1mg TAB,Withdrawal,26
FS75FZSVQV2U,1,2020-10-19,cloNIDine 0.1mg TAB,Withdrawal,25
MOW6GCDA5517,1,2020-10-20,cloNIDine 0.1mg TAB,Withdrawal,22
CYUN0Z4KU4RR,1,2020-10-20,cloNIDine 0.1mg TAB,Withdrawal,21
MJV37N4H1PDF,1,2020-10-20,cloNIDine 0.1mg TAB,Withdrawal,18
WJM68K4R5AGO,1,2020-10-21,cloNIDine 0.1mg TAB,Withdrawal,17
KWR2WU471FDJ,1,2020-10-21,cloNIDine 0.1mg TAB,Withdrawal,14
PCEB8AWWPPUM,1,2020-10-21,cloNIDine 0.1mg TAB,Withdrawal,11
6K4QODWVR3YC,1,2020-10-21,cloNIDine 0.1mg TAB,Withdrawal,9
RMHPQ7G74K5D,1,2020-10-22,cloNIDine 0.1mg TAB,Withdrawal,6
F522020CA6QF,1,2020-10-22,cloNIDine 0.1mg TAB,Withdrawal,3
MEULRD1VLWRY,1,2020-10-22,cloNIDine 0.1mg TAB,Withdrawal,0
2SLJIDCQCGQW,1,2020-10-23,cloNIDine 0.1mg TAB,Refill,30
FMEOYHT6YTGD,1,2020-10-23,cloNIDine 0.1mg TAB,Withdrawal,28
SVYFZQ9SQDA2,1,2020-10-23,cloNIDine 0.1mg TAB,Withdrawal,26
WUV4LTX0TZCW,1,2020-10-23,cloNIDine 0.1mg TAB,Withdrawal,23
070NNIW7TBJY,1,2020-10-24,cloNIDine 0.1mg TAB,Withdrawal,21
O6DK0OI3GKF1,1,2020-10-24,cloNIDine 0.1mg TAB,Withdrawal,18
I1A88KNG0IB5,1,2020-10-24,cloNIDine 0.1mg TAB,Withdrawal,15
2BIAOYT457P7,1,2020-10-25,cloNIDine 0.1mg TAB,Withdrawal,14
OFWSV4LXXZCQ,1,2020-10-25,cloNIDine 0.1mg TAB,Withdrawal,13
4BOECFPS79BF,1,2020-10-25,cloNIDine 0.1mg TAB,Withdrawal,11
O2W50N2EZTHN,1,2020-10-25,cloNIDine 0.1mg TAB,Withdrawal,10
WW21JZ8UJJ2T,1,2020-10-26,cloNIDine 0.1mg TAB,Withdrawal,9
H0PDTQ08WW8Q,1,2020-10-26,cloNIDine 0.1mg TAB,Withdrawal,6
T8EGUD1UQW3G,1,2020-10-26,cloNIDine 0.1mg TAB,Withdrawal,3
0E3VZJI68DV5,1,2020-10-27,cloNIDine 0.1mg TAB,Withdrawal,2
A9WWS46LWXEJ,1,2020-10-27,cloNIDine 0.1mg TAB,Withdrawal,0
LVMV7ORH4HIT,1,2020-10-27,cloNIDine 0.1mg TAB,Refill,30
0K2BH4MRGRWI,1,2020-10-27,cloNIDine 0.1mg TAB,Withdrawal,29
8MG1EY9OO9WO,1,2020-10-28,cloNIDine 0.1mg TAB,Withdrawal,27
K2Z600TYRNAH,1,2020-10-28,cloNIDine 0.1mg TAB,Withdrawal,25
SNYEVXTCOTLZ,1,2020-10-28,cloNIDine 0.1mg TAB,Withdrawal,22
I1WQNTLC5RKR,1,2020-10-29,cloNIDine 0.1mg TAB,Withdrawal,19
94NEJJMLG6DV,1,2020-10-29,cloNIDine 0.1mg TAB,Withdrawal,18
LIABTRWAZ3DE,1,2020-10-29,cloNIDine 0.1mg TAB,Withdrawal,16
136LFERU5CXR,1,2020-10-29,cloNIDine 0.1mg TAB,Withdrawal,13
4TPRKGMY7EUG,1,2020-10-30,cloNIDine 0.1mg TAB,Withdrawal,12
71MCVMR58N8J,1,2020-10-30,cloNIDine 0.1mg TAB,Withdrawal,11
EOO6P54Q93Q6,1,2020-10-30,cloNIDine 0.1mg TAB,Withdrawal,8
QBGD1Q84ZFS3,1,2020-10-31,cloNIDine 0.1mg TAB,Withdrawal,7
303SZOOO3DL5,1,2020-10-31,cloNIDine 0.1mg TAB,Withdrawal,6
ACKP77PAQJMH,1,2020-10-31,cloNIDine 0.1mg TAB,Withdrawal,5
XBC9HO8DBQ52,1,2020-10-31,cloNIDine 0.1mg TAB,Withdrawal,4
GM01CCDUI2ZA,1,2020-11-01,cloNIDine 0.1mg TAB,Withdrawal,1
56G7R4QCNKAS,1,2020-11-01,cloNIDine 0.1mg TAB,Withdrawal,0
DULC4UBU3CFM,1,2020-11-01,cloNIDine 0.1mg TAB,Refill,30
ENWFMNJD4NKH,1,2020-11-02,cloNIDine 0.1mg TAB,Withdrawal,27
CX9I6LSYVGNV,1,2020-11-02,cloNIDine 0.1mg TAB,Withdrawal,25
CE37W63OL6K0,1,2020-11-02,cloNIDine 0.1mg TAB,Withdrawal,24
CIYRKD5Y98BC,1,2020-11-02,cloNIDine 0.1mg TAB,Withdrawal,23
NH0N39YW1P7G,1,2020-11-03,cloNIDine 0.1mg TAB,Withdrawal,22
INP6UPNFUK5J,1,2020-11-03,cloNIDine 0.1mg TAB,Withdrawal,19
29KO8QRDJ6X8,1,2020-11-03,cloNIDine 0.1mg TAB,Withdrawal,17
FSNMJ4Y1857P,1,2020-11-04,cloNIDine 0.1mg TAB,Withdrawal,16
QANQ0NZ2FRRD,1,2020-11-04,cloNIDine 0.1mg TAB,Withdrawal,13
ER5H1WBFY1NM,1,2020-11-04,cloNIDine 0.1mg TAB,Withdrawal,11
JHZ2ME5QR3FS,1,2020-11-04,cloNIDine 0.1mg TAB,Withdrawal,10
5LVUNVT5NIXS,1,2020-11-05,cloNIDine 0.1mg TAB,Withdrawal,8
55IM2MQ6M65F,1,2020-11-05,cloNIDine 0.1mg TAB,Withdrawal,5
Q7Z8WAMJ1P7C,1,2020-11-05,cloNIDine 0.1mg TAB,Withdrawal,3
41B076LCFVEC,1,2020-11-06,cloNIDine 0.1mg TAB,Withdrawal,1
6FE995WRRFBN,1,2020-11-06,cloNIDine 0.1mg TAB,Withdrawal,0
ND4RL3GYG655,1,2020-11-06,cloNIDine 0.1mg TAB,Refill,30
MQCRKZGKWGH3,1,2020-11-06,cloNIDine 0.1mg TAB,Withdrawal,29
27R7XX77Z86E,1,2020-11-07,cloNIDine 0.1mg TAB,Withdrawal,28
HI18UPRRRRML,1,2020-11-07,cloNIDine 0.1mg TAB,Withdrawal,25
DKXQM6DTWYQO,1,2020-11-07,cloNIDine 0.1mg TAB,Withdrawal,24
R00KTZAWWB4I,1,2020-11-08,cloNIDine 0.1mg TAB,Withdrawal,22
UVKIG9XXFNJU,1,2020-11-08,cloNIDine 0.1mg TAB,Withdrawal,20
PFV4H52KB0NK,1,2020-11-08,cloNIDine 0.1mg TAB,Withdrawal,18
1RLSBEH7GKNV,1,2020-11-08,cloNIDine 0.1mg TAB,Withdrawal,16
WLCGMJW2BNNP,1,2020-11-09,cloNIDine 0.1mg TAB,Withdrawal,14
ZA3MY00B9014,1,2020-11-09,cloNIDine 0.1mg TAB,Withdrawal,11
C7KUWYLW81LA,1,2020-11-09,cloNIDine 0.1mg TAB,Withdrawal,9
NESV8XTBDWIU,1,2020-11-10,cloNIDine 0.1mg TAB,Withdrawal,8
9YBLXEAGGBYY,1,2020-11-10,cloNIDine 0.1mg TAB,Withdrawal,7
XX30L4C22MGO,1,2020-11-10,cloNIDine 0.1mg TAB,Withdrawal,5
HOKFMFO3VSPW,1,2020-11-10,cloNIDine 0.1mg TAB,Withdrawal,4
837MAQHL28XS,1,2020-11-11,cloNIDine 0.1mg TAB,Withdrawal,1
CGEYMKIBW0JI,1,2020-11-11,cloNIDine 0.1mg TAB,Withdrawal,0
PYVU2Q85ER07,1,2020-11-11,cloNIDine 0.1mg TAB,Refill,30
8MGR19S8LN9I,1,2020-11-11,cloNIDine 0.1mg TAB,Withdrawal,27
9SL4DT8X7XBE,1,2020-11-12,cloNIDine 0.1mg TAB,Withdrawal,25
HLACLQTHEFNX,1,2020-11-12,cloNIDine 0.1mg TAB,Withdrawal,24
2U7G36TQOGY4,1,2020-11-12,cloNIDine 0.1mg TAB,Withdrawal,23
E1O67ZH9KFM6,1,2020-11-13,cloNIDine 0.1mg TAB,Withdrawal,22
CWHQWV0FFHJU,1,2020-11-13,cloNIDine 0.1mg TAB,Withdrawal,20
RKCL7ICOKTDF,1,2020-11-13,cloNIDine 0.1mg TAB,Withdrawal,17
VCITYXYG74CI,1,2020-11-13,cloNIDine 0.1mg TAB,Withdrawal,14
WSTBDDB99XKE,1,2020-11-14,cloNIDine 0.1mg TAB,Withdrawal,11
P9Z0ZZAPEC76,1,2020-11-14,cloNIDine 0.1mg TAB,Withdrawal,9
XYU73OSB56FB,1,2020-11-14,cloNIDine 0.1mg TAB,Withdrawal,6
AVDKM9MN5Q7W,1,2020-11-15,cloNIDine 0.1mg TAB,Withdrawal,3
6MIT1O1ZF3AZ,1,2020-11-15,cloNIDine 0.1mg TAB,Withdrawal,1
TQS7X00PIKW3,1,2020-11-15,cloNIDine 0.1mg TAB,Withdrawal,0
NV3C19N0F72N,1,2020-11-15,cloNIDine 0.1mg TAB,Refill,30
ENYYCATHUJGR,1,2020-11-16,cloNIDine 0.1mg TAB,Withdrawal,29
DPSMDMRGKIWI,1,2020-11-16,cloNIDine 0.1mg TAB,Withdrawal,28
R8LRCWSUSBC7,1,2020-11-16,cloNIDine 0.1mg TAB,Withdrawal,27
CO3VU9MFM4R0,1,2020-11-17,cloNIDine 0.1mg TAB,Withdrawal,26
HKFXROT6LVK5,1,2020-11-17,cloNIDine 0.1mg TAB,Withdrawal,23
FEAVBFXFO12V,1,2020-11-17,cloNIDine 0.1mg TAB,Withdrawal,20
Y5RKISKFCW6V,1,2020-11-17,cloNIDine 0.1mg TAB,Withdrawal,19
QPPJE4MH1J9A,1,2020-11-18,cloNIDine 0.1mg TAB,Withdrawal,17
UUIYNR2CM1FY,1,2020-11-18,cloNIDine 0.1mg TAB,Withdrawal,16
VQ9B4ZHCBGYM,1,2020-11-18,cloNIDine 0.1mg TAB,Withdrawal,15
EN38KWM3K1G3,1,2020-11-19,cloNIDine 0.1mg TAB,Withdrawal,13
IUII8IM8JJE6,1,2020-11-19,cloNIDine 0.1mg TAB,Withdrawal,12
5O1WP1JL2N25,1,2020-11-19,cloNIDine 0.1mg TAB,Withdrawal,11
7F2HDVGK0M7S,1,2020-11-19,cloNIDine 0.1mg TAB,Withdrawal,9
IOG2YF14IFFT,1,2020-11-20,cloNIDine 0.1mg TAB,Withdrawal,6
YR4NQ57NPWCN,1,2020-11-20,cloNIDine 0.1mg TAB,Withdrawal,3
2SHOTUR1MS54,1,2020-11-20,cloNIDine 0.1mg TAB,Withdrawal,0
EVV85HBAUGUG,1,2020-11-21,cloNIDine 0.1mg TAB,Refill,30
HS0CTN3YQ9F3,1,2020-11-21,cloNIDine 0.1mg TAB,Withdrawal,27
IHGR3J4OBGUW,1,2020-11-21,cloNIDine 0.1mg TAB,Withdrawal,24
9NGFDVUC6QED,1,2020-11-21,cloNIDine 0.1mg TAB,Withdrawal,22
CKSCHCH1QZIJ,1,2020-11-22,cloNIDine 0.1mg TAB,Withdrawal,20
28H4F4OP9OBD,1,2020-11-22,cloNIDine 0.1mg TAB,Withdrawal,17
8VAPRRMB6IN2,1,2020-11-22,cloNIDine 0.1mg TAB,Withdrawal,14
LAU80IDJU8D9,1,2020-11-23,cloNIDine 0.1mg TAB,Withdrawal,11
7CBXVG1WE93W,1,2020-11-23,cloNIDine 0.1mg TAB,Withdrawal,8
IMBQF20HD027,1,2020-11-23,cloNIDine 0.1mg TAB,Withdrawal,5
766Q79TZT7AV,1,2020-11-23,cloNIDine 0.1mg TAB,Withdrawal,2
BVDASQWSY350,1,2020-11-24,cloNIDine 0.1mg TAB,Withdrawal,0
LL1EHQQHS455,1,2020-11-24,cloNIDine 0.1mg TAB,Refill,30
R8H0NUK9W1FR,1,2020-11-24,cloNIDine 0.1mg TAB,Withdrawal,27
59VA9M0DBGKC,1,2020-11-25,cloNIDine 0.1mg TAB,Withdrawal,26
R4QX787232W3,1,2020-11-25,cloNIDine 0.1mg TAB,Withdrawal,25
NWWGLBEERHT0,1,2020-11-25,cloNIDine 0.1mg TAB,Withdrawal,23
PKA66HA2KLXJ,1,2020-11-25,cloNIDine 0.1mg TAB,Withdrawal,20
5Y554GCU7ELP,1,2020-11-26,cloNIDine 0.1mg TAB,Withdrawal,17
2A2ETV4YQ94R,1,2020-11-26,cloNIDine 0.1mg TAB,Withdrawal,14
1048DUGVIWXC,1,2020-11-26,cloNIDine 0.1mg TAB,Withdrawal,13
XYF4L50ZICT6,1,2020-11-27,cloNIDine 0.1mg TAB,Withdrawal,10
UAUXIEJ578VF,1,2020-11-27,cloNIDine 0.1mg TAB,Withdrawal,7
1KSFJ6IN96U8,1,2020-11-27,cloNIDine 0.1mg TAB,Withdrawal,5
O8KMP8PPMQUR,1,2020-11-27,cloNIDine 0.1mg TAB,Withdrawal,4
8C72B7H6JAYD,1,2020-11-28,cloNIDine 0.1mg TAB,Withdrawal,3
BOYAJ9OCB6BB,1,2020-11-28,cloNIDine 0.1mg TAB,Withdrawal,1
K5RT7HN4JF80,1,2020-11-28,cloNIDine 0.1mg TAB,Withdrawal,0
RQQF188QQGGJ,1,2020-11-29,cloNIDine 0.1mg TAB,Refill,30
IC31RX3Y4J6V,1,2020-11-29,cloNIDine 0.1mg TAB,Withdrawal,27
P0179GZ3G82P,1,2020-11-29,cloNIDine 0.1mg TAB,Withdrawal,25
TLNUFYVNMB9B,1,2020-11-29,cloNIDine 0.1mg TAB,Withdrawal,22
GLTCHT5OP8I5,1,2020-11-30,cloNIDine 0.1mg TAB,Withdrawal,20
WBKTZPUHZZP1,1,2020-11-30,cloNIDine 0.1mg TAB,Withdrawal,17
01XDZOSFTM3P,1,2020-11-30,cloNIDine 0.1mg TAB,Withdrawal,14
34RSCQRNKP9Q,1,2020-12-01,cloNIDine 0.1mg TAB,Withdrawal,13
4JR5OIT2HIOO,1,2020-12-01,cloNIDine 0.1mg TAB,Withdrawal,11
4GGTNT7NG0HI,1,2020-12-01,cloNIDine 0.1mg TAB,Withdrawal,8
C2DZHIDMQGSD,1,2020-12-01,cloNIDine 0.1mg TAB,Withdrawal,7
NIEIMN7NGR3L,1,2020-12-02,cloNIDine 0.1mg TAB,Withdrawal,5
Z882ZRVCALI7,1,2020-12-02,cloNIDine 0.1mg TAB,Withdrawal,2
2SIVG8WLLAME,1,2020-12-02,cloNIDine 0.1mg TAB,Withdrawal,1
7NN24BUJLSDF,1,2020-12-03,cloNIDine 0.1mg TAB,Withdrawal,0
L10XY1CWOD21,1,2020-12-03,cloNIDine 0.1mg TAB,Refill,30
9R9RVA8N7GYK,1,2020-12-03,cloNIDine 0.1mg TAB,Withdrawal,29
6G26YTZNYVY6,1,2020-12-03,cloNIDine 0.1mg TAB,Withdrawal,27
CEGDEVAFY3U7,1,2020-12-04,cloNIDine 0.1mg TAB,Withdrawal,24
8X5YW5YFL31P,1,2020-12-04,cloNIDine 0.1mg TAB,Withdrawal,22
4LW1CT3SGVLC,1,2020-12-04,cloNIDine 0.1mg TAB,Withdrawal,19
ZA33MS19YWCI,1,2020-12-05,cloNIDine 0.1mg TAB,Withdrawal,16
Q3B9R254Z82Q,1,2020-12-05,cloNIDine 0.1mg TAB,Withdrawal,14
FE1FV99Z9YZI,1,2020-12-05,cloNIDine 0.1mg TAB,Withdrawal,11
0VP2EESC8A1M,1,2020-12-05,cloNIDine 0.1mg TAB,Withdrawal,8
IJHHZ26SBVQK,1,2020-12-06,cloNIDine 0.1mg TAB,Withdrawal,7
1OAPI4NA0COW,1,2020-12-06,cloNIDine 0.1mg TAB,Withdrawal,5
97OZZMFBZGUQ,1,2020-12-06,cloNIDine 0.1mg TAB,Withdrawal,4
UDOE05N7R1ML,1,2020-12-07,cloNIDine 0.1mg TAB,Withdrawal,2
6SFJHBELMD39,1,2020-12-07,cloNIDine 0.1mg TAB,Withdrawal,0
SMR2DSGK3DSL,1,2020-12-07,cloNIDine 0.1mg TAB,Refill,30
VOXGTVHOIA8N,1,2020-12-07,cloNIDine 0.1mg TAB,Withdrawal,28
YM51AN0V3S2E,1,2020-12-08,cloNIDine 0.1mg TAB,Withdrawal,25
SVQEQV6RDAK7,1,2020-12-08,cloNIDine 0.1mg TAB,Withdrawal,24
BELHFWSVGANP,1,2020-12-08,cloNIDine 0.1mg TAB,Withdrawal,21
NM1Y0R5KC87U,1,2020-12-09,cloNIDine 0.1mg TAB,Withdrawal,20
1CTH8J5TJ6VJ,1,2020-12-09,cloNIDine 0.1mg TAB,Withdrawal,17
3NWUXA8NFG6R,1,2020-12-09,cloNIDine 0.1mg TAB,Withdrawal,14
YAMWVRERUHVK,1,2020-12-09,cloNIDine 0.1mg TAB,Withdrawal,12
1WC3JDD5UEQN,1,2020-12-10,cloNIDine 0.1mg TAB,Withdrawal,10
LNGRSWCCI7PI,1,2020-12-10,cloNIDine 0.1mg TAB,Withdrawal,9
8TJTH3R5T756,1,2020-12-10,cloNIDine 0.1mg TAB,Withdrawal,6
7OA4D1IV5PMZ,1,2020-12-11,cloNIDine 0.1mg TAB,Withdrawal,3
6EKOFBY908JH,1,2020-12-11,cloNIDine 0.1mg TAB,Withdrawal,1
8YZ4EJ51TSEV,1,2020-12-11,cloNIDine 0.1mg TAB,Withdrawal,0
3G6ZADIC74GJ,1,2020-12-11,cloNIDine 0.1mg TAB,Refill,30
YS5GN3HLKOP2,1,2020-12-12,cloNIDine 0.1mg TAB,Withdrawal,29
87GK3510BI3Y,1,2020-12-12,cloNIDine 0.1mg TAB,Withdrawal,27
QQBR9QXVUKAU,1,2020-12-12,cloNIDine 0.1mg TAB,Withdrawal,26
XPRU25I0CB18,1,2020-12-13,cloNIDine 0.1mg TAB,Withdrawal,24
F6U15WUDY3K8,1,2020-12-13,cloNIDine 0.1mg TAB,Withdrawal,22
9U9NFI3HLZCV,1,2020-12-13,cloNIDine 0.1mg TAB,Withdrawal,20
W02UYVVZC808,1,2020-12-13,cloNIDine 0.1mg TAB,Withdrawal,17
COF6OILHNH1E,1,2020-12-14,cloNIDine 0.1mg TAB,Withdrawal,14
0U8IQG16R8ST,1,2020-12-14,cloNIDine 0.1mg TAB,Withdrawal,13
8H3HW1DKH9K7,1,2020-12-14,cloNIDine 0.1mg TAB,Withdrawal,12
3VHVW4TC2T8I,1,2020-12-14,cloNIDine 0.1mg TAB,Withdrawal,10
FI2PR6EGB1LU,1,2020-12-15,cloNIDine 0.1mg TAB,Withdrawal,9
OTWN6WYX4VXP,1,2020-12-15,cloNIDine 0.1mg TAB,Withdrawal,8
J01L2YK5OHA0,1,2020-12-15,cloNIDine 0.1mg TAB,Withdrawal,7
QSPDE49UL5ZE,1,2020-12-16,cloNIDine 0.1mg TAB,Withdrawal,6
IH66FT4156K3,1,2020-12-16,cloNIDine 0.1mg TAB,Withdrawal,4
4BQT32L6FGUI,1,2020-12-16,cloNIDine 0.1mg TAB,Withdrawal,2
ZTRRHMV4LR27,1,2020-12-16,cloNIDine 0.1mg TAB,Withdrawal,0
UBJL8DD7BHG2,1,2020-12-17,cloNIDine 0.1mg TAB,Refill,30
BNNS76HW9OML,1,2020-12-17,cloNIDine 0.1mg TAB,Withdrawal,28
1ALQI3VDKV3Z,1,2020-12-17,cloNIDine 0.1mg TAB,Withdrawal,26
UPD7HR0GQ04C,1,2020-12-18,cloNIDine 0.1mg TAB,Withdrawal,24
RUHM7DPSR5H4,1,2020-12-18,cloNIDine 0.1mg TAB,Withdrawal,21
2HJLN9VOUAX1,1,2020-12-18,cloNIDine 0.1mg TAB,Withdrawal,20
D6N7F697MGVG,1,2020-12-18,cloNIDine 0.1mg TAB,Withdrawal,18
6IQFJJLDETCZ,1,2020-12-19,cloNIDine 0.1mg TAB,Withdrawal,16
IIU7ZESSZ0TS,1,2020-12-19,cloNIDine 0.1mg TAB,Withdrawal,15
EITVWMXOXHZU,1,2020-12-19,cloNIDine 0.1mg TAB,Withdrawal,13
N96L8TIEG7B9,1,2020-12-20,cloNIDine 0.1mg TAB,Withdrawal,10
63BKQ3IV10TK,1,2020-12-20,cloNIDine 0.1mg TAB,Withdrawal,7
IHCGT5N6XM8Z,1,2020-12-20,cloNIDine 0.1mg TAB,Withdrawal,5
UW83LW9JHW4L,1,2020-12-20,cloNIDine 0.1mg TAB,Withdrawal,4
MV9NKGIFZUBJ,1,2020-12-21,cloNIDine 0.1mg TAB,Withdrawal,3
D0WO2LRBMDQD,1,2020-12-21,cloNIDine 0.1mg TAB,Withdrawal,2
DJHKQU0PJ5TH,1,2020-12-21,cloNIDine 0.1mg TAB,Withdrawal,1
KW6AZ3PMZVLC,1,2020-12-22,cloNIDine 0.1mg TAB,Withdrawal,0
0K6Y2EXB8SXJ,1,2020-12-22,cloNIDine 0.1mg TAB,Refill,30
NDQY33FT0LBQ,1,2020-12-22,cloNIDine 0.1mg TAB,Withdrawal,29
49Y75W0R3DWK,1,2020-12-22,cloNIDine 0.1mg TAB,Withdrawal,26
1S0YDZEZLTPL,1,2020-12-23,cloNIDine 0.1mg TAB,Withdrawal,24
PWEPQIWCDE6A,1,2020-12-23,cloNIDine 0.1mg TAB,Withdrawal,22
EFXDLBVY38XE,1,2020-12-23,cloNIDine 0.1mg TAB,Withdrawal,19
KC98HY8FTEUW,1,2020-12-24,cloNIDine 0.1mg TAB,Withdrawal,16
OZWXC4ML4AAW,1,2020-12-24,cloNIDine 0.1mg TAB,Withdrawal,15
64O3Z5N4KEKT,1,2020-12-24,cloNIDine 0.1mg TAB,Withdrawal,13
ZYRJROKI0FHL,1,2020-12-24,cloNIDine 0.1mg TAB,Withdrawal,10
QNZEY20K4WX5,1,2020-12-25,cloNIDine 0.1mg TAB,Withdrawal,9
ILQFTJLELEDJ,1,2020-12-25,cloNIDine 0.1mg TAB,Withdrawal,8
TKEE6CN5JL6T,1,2020-12-25,cloNIDine 0.1mg TAB,Withdrawal,7
ZHAHPJ9VYQK7,1,2020-12-26,cloNIDine 0.1mg TAB,Withdrawal,5
VMMF4DJHA1P2,1,2020-12-26,cloNIDine 0.1mg TAB,Withdrawal,3
CE0JXSOR5J2A,1,2020-12-26,cloNIDine 0.1mg TAB,Withdrawal,1
V7W7E7KQKA2M,1,2020-12-26,cloNIDine 0.1mg TAB,Withdrawal,0
NMHU4E776OH1,1,2020-12-27,cloNIDine 0.1mg TAB,Refill,30
MIDM1PZ1750C,1,2020-12-27,cloNIDine 0.1mg TAB,Withdrawal,28
VGKOCJTLVB7A,1,2020-12-27,cloNIDine 0.1mg TAB,Withdrawal,26
SJCC3DCWV21R,1,2020-12-28,cloNIDine 0.1mg TAB,Withdrawal,24
A1XKU3VALR3B,1,2020-12-28,cloNIDine 0.1mg TAB,Withdrawal,23
XKTRYR2WE0R8,1,2020-12-28,cloNIDine 0.1mg TAB,Withdrawal,21
AV9PSBD83X20,1,2020-12-28,cloNIDine 0.1mg TAB,Withdrawal,18
3TCU0NQ0JOOJ,1,2020-12-29,cloNIDine 0.1mg TAB,Withdrawal,16
TE2DDK22OYOC,1,2020-12-29,cloNIDine 0.1mg TAB,Withdrawal,13
N4149G9N8GUS,1,2020-12-29,cloNIDine 0.1mg TAB,Withdrawal,10
II7HG7C3ENVC,1,2020-12-30,cloNIDine 0.1mg TAB,Withdrawal,9
DTBKLYXMH4DW,1,2020-12-30,cloNIDine 0.1mg TAB,Withdrawal,7
XHM9N57QZ5L5,1,2020-12-30,cloNIDine 0.1mg TAB,Withdrawal,4
44X49UWPXY52,1,2020-12-30,cloNIDine 0.1mg TAB,Withdrawal,1
KDYYKP0TCJYD,1,2020-12-31,cloNIDine 0.1mg TAB,Withdrawal,0
KROPGGXQERX3,1,2020-12-31,cloNIDine 0.1mg TAB,Refill,30
SQEC275TACH8,1,2020-01-06,clotrimazole 10mg LOZ,Withdrawal,9
VNGNR1YTBC5T,1,2020-01-11,clotrimazole 10mg LOZ,Withdrawal,6
8GOCML1IPHYM,1,2020-01-16,clotrimazole 10mg LOZ,Withdrawal,3
RRMFQ8S4V0BW,1,2020-01-20,clotrimazole 10mg LOZ,Withdrawal,0
9MAJF2K5Y6KI,1,2020-01-25,clotrimazole 10mg LOZ,Refill,10
I14MH9AOE2D9,1,2020-01-30,clotrimazole 10mg LOZ,Withdrawal,7
NV68URUBF7CE,1,2020-02-04,clotrimazole 10mg LOZ,Withdrawal,5
TNW9Y7THR8IG,1,2020-02-09,clotrimazole 10mg LOZ,Withdrawal,3
H6K09TO745J7,1,2020-02-14,clotrimazole 10mg LOZ,Withdrawal,1
3AJ0IA7YLD7P,1,2020-02-19,clotrimazole 10mg LOZ,Withdrawal,0
PFCCY4DJ4JDS,1,2020-02-24,clotrimazole 10mg LOZ,Refill,10
M60L3EELHL5U,1,2020-02-28,clotrimazole 10mg LOZ,Withdrawal,8
68OCNNHBSVG4,1,2020-03-04,clotrimazole 10mg LOZ,Withdrawal,5
Z5YZW41TICIQ,1,2020-03-09,clotrimazole 10mg LOZ,Withdrawal,4
R955CIF53LDZ,1,2020-03-14,clotrimazole 10mg LOZ,Withdrawal,2
ZIUL0HDUVH48,1,2020-03-19,clotrimazole 10mg LOZ,Withdrawal,0
KFICITYTABTJ,1,2020-03-24,clotrimazole 10mg LOZ,Refill,10
6R2C0MPKXL89,1,2020-03-29,clotrimazole 10mg LOZ,Withdrawal,7
25Q6G7GMDDQ1,1,2020-04-02,clotrimazole 10mg LOZ,Withdrawal,6
YVWGNH1K3434,1,2020-04-07,clotrimazole 10mg LOZ,Withdrawal,4
4JR1HOJ0447W,1,2020-04-12,clotrimazole 10mg LOZ,Withdrawal,2
3N95EMT3C5BC,1,2020-04-17,clotrimazole 10mg LOZ,Withdrawal,0
7Z4R06YFRJ2L,1,2020-04-22,clotrimazole 10mg LOZ,Refill,10
I937VCNL7F3N,1,2020-04-27,clotrimazole 10mg LOZ,Withdrawal,7
3RZ3CCWI7XZU,1,2020-05-02,clotrimazole 10mg LOZ,Withdrawal,5
R4UY9Y72IC9F,1,2020-05-07,clotrimazole 10mg LOZ,Withdrawal,2
IOVBYII2QBND,1,2020-05-11,clotrimazole 10mg LOZ,Withdrawal,0
4A6EL3D24TAR,1,2020-05-16,clotrimazole 10mg LOZ,Refill,10
ZRNW4LKDI3NS,1,2020-05-21,clotrimazole 10mg LOZ,Withdrawal,7
NS8E88IWD1AP,1,2020-05-26,clotrimazole 10mg LOZ,Withdrawal,6
BHRRSLIHDDEJ,1,2020-05-31,clotrimazole 10mg LOZ,Withdrawal,3
DQJCGNL2VBG3,1,2020-06-05,clotrimazole 10mg LOZ,Withdrawal,1
O7IC7WJBTFXI,1,2020-06-10,clotrimazole 10mg LOZ,Withdrawal,0
KY1CHU2SWI35,1,2020-06-14,clotrimazole 10mg LOZ,Refill,10
YZCCKZWNO3KU,1,2020-06-19,clotrimazole 10mg LOZ,Withdrawal,8
DUQC63IWHJ33,1,2020-06-24,clotrimazole 10mg LOZ,Withdrawal,5
LZZSTY6JD3VQ,1,2020-06-29,clotrimazole 10mg LOZ,Withdrawal,4
ZC55WWY8PA4C,1,2020-07-04,clotrimazole 10mg LOZ,Withdrawal,3
Z6A9N7WJ6926,1,2020-07-09,clotrimazole 10mg LOZ,Withdrawal,1
I4YRH823P2E1,1,2020-07-14,clotrimazole 10mg LOZ,Withdrawal,0
