TransactionID,Machine,Day,Medication,Type,AmtRemaining
HMVEL9K57KOH,1,2020-02-20,citalopram 10mg TAB,Withdrawal,3
9G80JQ6P1DAI,1,2020-02-22,citalopram 10mg TAB,Withdrawal,1
BHWUTRQ2R2EO,1,2020-02-23,citalopram 10mg TAB,Withdrawal,0
IBWE7ZVEF4DQ,1,2020-02-24,citalopram 10mg TAB,Refill,20
CEEQWCMV807E,1,2020-02-25,citalopram 10mg TAB,Withdrawal,18
155414BB9TI0,1,2020-02-27,citalopram 10mg TAB,Withdrawal,15
T6SGRHIOAOIJ,1,2020-02-28,citalopram 10mg TAB,Withdrawal,12
CF9E8CMEQYD6,1,2020-02-29,citalopram 10mg TAB,Withdrawal,10
5S9UVKAXY4DQ,1,2020-03-01,citalopram 10mg TAB,Withdrawal,7
M9S4XFD5PU3V,1,2020-03-03,citalopram 10mg TAB,Withdrawal,6
8XYO1T8FA9BN,1,2020-03-04,citalopram 10mg TAB,Withdrawal,5
PQ3X6M841WW6,1,2020-03-05,citalopram 10mg TAB,Withdrawal,2
TPHEMU8I8MSZ,1,2020-03-06,citalopram 10mg TAB,Withdrawal,1
DLHI61Q230O9,1,2020-03-08,citalopram 10mg TAB,Withdrawal,0
WQLQ8RYP1A15,1,2020-03-09,citalopram 10mg TAB,Refill,20
6X30ZRZHDPWJ,1,2020-03-10,citalopram 10mg TAB,Withdrawal,19
KMZ3WYG38L92,1,2020-03-11,citalopram 10mg TAB,Withdrawal,16
YZGQXQV07H1O,1,2020-03-13,citalopram 10mg TAB,Withdrawal,15
YOKR4KO1Z537,1,2020-03-14,citalopram 10mg TAB,Withdrawal,14
T9RW6BBQODDN,1,2020-03-15,citalopram 10mg TAB,Withdrawal,13
ZUWEULH38XO5,1,2020-03-17,citalopram 10mg TAB,Withdrawal,11
OGMH8BPA2URZ,1,2020-03-18,citalopram 10mg TAB,Withdrawal,10
9YTEI5BQA8GI,1,2020-03-19,citalopram 10mg TAB,Withdrawal,9
VLXL83NOZ7BB,1,2020-03-20,citalopram 10mg TAB,Withdrawal,7
KLJM6OA3POT2,1,2020-03-22,citalopram 10mg TAB,Withdrawal,4
DL7JX4PJPW1J,1,2020-03-23,citalopram 10mg TAB,Withdrawal,3
87B2JB44WSB0,1,2020-03-24,citalopram 10mg TAB,Withdrawal,1
UVCEFO51FDG5,1,2020-03-25,citalopram 10mg TAB,Withdrawal,0
3XXUKH3HL5EI,1,2020-03-27,citalopram 10mg TAB,Refill,20
LFR0C4DJ6WW5,1,2020-03-28,citalopram 10mg TAB,Withdrawal,19
PL8VHH8X89QF,1,2020-03-29,citalopram 10mg TAB,Withdrawal,17
HXQOA2SGH7JT,1,2020-03-30,citalopram 10mg TAB,Withdrawal,16
P4R11QNBL981,1,2020-04-01,citalopram 10mg TAB,Withdrawal,15
ADUI7XALX7YI,1,2020-04-02,citalopram 10mg TAB,Withdrawal,13
897JHTWV0U7N,1,2020-04-03,citalopram 10mg TAB,Withdrawal,10
GT6JXL3P74MK,1,2020-04-04,citalopram 10mg TAB,Withdrawal,7
Q0LZRSRAN3GE,1,2020-04-06,citalopram 10mg TAB,Withdrawal,6
3F7ZYUX6PGO8,1,2020-04-07,citalopram 10mg TAB,Withdrawal,3
U7HD63ZWZ1KM,1,2020-04-08,citalopram 10mg TAB,Withdrawal,0
GJ1NRUKMBK51,1,2020-04-09,citalopram 10mg TAB,Refill,20
4B14SV749QZI,1,2020-04-11,citalopram 10mg TAB,Withdrawal,17
FH92CQOQ6HW9,1,2020-04-12,citalopram 10mg TAB,Withdrawal,16
IQQVF19HG0DM,1,2020-04-13,citalopram 10mg TAB,Withdrawal,13
MJ2OIW719ESS,1,2020-04-14,citalopram 10mg TAB,Withdrawal,10
AGFM2OMYXVRV,1,2020-04-16,citalopram 10mg TAB,Withdrawal,7
BWWNF6M5URHV,1,2020-04-17,citalopram 10mg TAB,Withdrawal,4
ENYEE5TDQ2N2,1,2020-04-18,citalopram 10mg TAB,Withdrawal,2
QKLYOGI6Q0GW,1,2020-04-20,citalopram 10mg TAB,Withdrawal,0
YAO6CGJ69BYG,1,2020-04-21,citalopram 10mg TAB,Refill,20
VC4R14NV3M91,1,2020-04-22,citalopram 10mg TAB,Withdrawal,19
D1U59T68TO8X,1,2020-04-23,citalopram 10mg TAB,Withdrawal,18
MHX58K1VEF94,1,2020-04-25,citalopram 10mg TAB,Withdrawal,15
L4GI2C9YN1J0,1,2020-04-26,citalopram 10mg TAB,Withdrawal,12
TJ0M01OJ52WV,1,2020-04-27,citalopram 10mg TAB,Withdrawal,9
040X12X4K1J5,1,2020-04-28,citalopram 10mg TAB,Withdrawal,7
NLQMHVBCTTY9,1,2020-04-30,citalopram 10mg TAB,Withdrawal,5
Y7HC7OGXY6A6,1,2020-05-01,citalopram 10mg TAB,Withdrawal,2
WAYRIP58NBDD,1,2020-05-02,citalopram 10mg TAB,Withdrawal,0
OADQRREDAHNC,1,2020-05-03,citalopram 10mg TAB,Refill,20
5MABM4ENEN5F,1,2020-05-05,citalopram 10mg TAB,Withdrawal,19
AQCZYCIG47JZ,1,2020-05-06,citalopram 10mg TAB,Withdrawal,17
3MAR042P7YQW,1,2020-05-07,citalopram 10mg TAB,Withdrawal,15
JCC837GK62YP,1,2020-05-08,citalopram 10mg TAB,Withdrawal,14
W15PDYJH9T7E,1,2020-05-10,citalopram 10mg TAB,Withdrawal,12
ZNV0ET1Y9T1W,1,2020-05-11,citalopram 10mg TAB,Withdrawal,9
0G65Y74UJE87,1,2020-05-12,citalopram 10mg TAB,Withdrawal,6
H6OS1BD4JY25,1,2020-05-13,citalopram 10mg TAB,Withdrawal,3
T3TC0OD145UK,1,2020-05-15,citalopram 10mg TAB,Withdrawal,1
1TGA31IVR620,1,2020-05-16,citalopram 10mg TAB,Withdrawal,0
VV5MIQ9UFUOT,1,2020-05-17,citalopram 10mg TAB,Refill,20
N6AO2FLBNS4I,1,2020-05-18,citalopram 10mg TAB,Withdrawal,19
U3QAJFL9J562,1,2020-05-20,citalopram 10mg TAB,Withdrawal,16
H1A64J4CP052,1,2020-05-21,citalopram 10mg TAB,Withdrawal,13
NWHVX799ONJ2,1,2020-05-22,citalopram 10mg TAB,Withdrawal,11
001L0LK95JR2,1,2020-05-23,citalopram 10mg TAB,Withdrawal,10
Q42FGERF8WU7,1,2020-05-25,citalopram 10mg TAB,Withdrawal,9
FMKEWWTK4PU0,1,2020-05-26,citalopram 10mg TAB,Withdrawal,6
Y3TV2DKGL5BT,1,2020-05-27,citalopram 10mg TAB,Withdrawal,5
1E2SNX97QSX4,1,2020-05-29,citalopram 10mg TAB,Withdrawal,2
IY4E76VBHDIR,1,2020-05-30,citalopram 10mg TAB,Withdrawal,0
5Y0N7DDMTCFQ,1,2020-05-31,citalopram 10mg TAB,Refill,20
8TOEGISFPE6K,1,2020-06-01,citalopram 10mg TAB,Withdrawal,17
0X5LVFE0S443,1,2020-06-03,citalopram 10mg TAB,Withdrawal,14
YVQJW1ADQTZ4,1,2020-06-04,citalopram 10mg TAB,Withdrawal,12
Q8BA6SOZNI21,1,2020-06-05,citalopram 10mg TAB,Withdrawal,9
O1RBVT0TTOAG,1,2020-06-06,citalopram 10mg TAB,Withdrawal,8
WQSB7R8QIT8C,1,2020-06-08,citalopram 10mg TAB,Withdrawal,7
4VGZDP23MW0Z,1,2020-06-09,citalopram 10mg TAB,Withdrawal,6
DDZWIZDOHNGM,1,2020-06-10,citalopram 10mg TAB,Withdrawal,4
IGFJCYGTGQZR,1,2020-06-11,citalopram 10mg TAB,Withdrawal,1
346COCJ89N88,1,2020-06-13,citalopram 10mg TAB,Withdrawal,0
99TVBL8MM0Z9,1,2020-06-14,citalopram 10mg TAB,Refill,20
87B8Z60HGV4A,1,2020-06-15,citalopram 10mg TAB,Withdrawal,18
Y2BU6S5HS1LL,1,2020-06-16,citalopram 10mg TAB,Withdrawal,15
B494CCYMB2FY,1,2020-06-18,citalopram 10mg TAB,Withdrawal,13
AD7UJHS3Y8FV,1,2020-06-19,citalopram 10mg TAB,Withdrawal,11
97TZHBFMS85E,1,2020-06-20,citalopram 10mg TAB,Withdrawal,8
RE29MA41C172,1,2020-06-21,citalopram 10mg TAB,Withdrawal,5
8VD1MTRZ6AUR,1,2020-06-23,citalopram 10mg TAB,Withdrawal,2
H4IS4TPSD2X1,1,2020-06-24,citalopram 10mg TAB,Withdrawal,0
DRBBA4DZV65Q,1,2020-06-25,citalopram 10mg TAB,Refill,20
H5HRB6RYTKE6,1,2020-06-26,citalopram 10mg TAB,Withdrawal,18
D0U69V2OUDPF,1,2020-06-28,citalopram 10mg TAB,Withdrawal,15
14IK8YJX8H95,1,2020-06-29,citalopram 10mg TAB,Withdrawal,12
KEW3BU01RDWJ,1,2020-06-30,citalopram 10mg TAB,Withdrawal,9
ZI90W8F3HGC8,1,2020-07-01,citalopram 10mg TAB,Withdrawal,8
A8Z7AFZ9LX0K,1,2020-07-03,citalopram 10mg TAB,Withdrawal,7
NJS184NWAU90,1,2020-07-04,citalopram 10mg TAB,Withdrawal,6
I1060QMDSY37,1,2020-07-05,citalopram 10mg TAB,Withdrawal,3
G7HYQ50HHZVP,1,2020-07-07,citalopram 10mg TAB,Withdrawal,1
K4PHSB6GHOYM,1,2020-07-08,citalopram 10mg TAB,Withdrawal,0
NHWTA0SM21PK,1,2020-07-09,citalopram 10mg TAB,Refill,20
85HIO2OLLCEX,1,2020-07-10,citalopram 10mg TAB,Withdrawal,18
P4LUVC47BGWN,1,2020-07-12,citalopram 10mg TAB,Withdrawal,16
2N1INAUF4M6U,1,2020-07-13,citalopram 10mg TAB,Withdrawal,13
0UB75X1ODDYN,1,2020-07-14,citalopram 10mg TAB,Withdrawal,10
5IGR7ZC1I5GS,1,2020-07-15,citalopram 10mg TAB,Withdrawal,8
T1M5PSD3IDFQ,1,2020-07-17,citalopram 10mg TAB,Withdrawal,7
2Y34P6KJ6LXX,1,2020-07-18,citalopram 10mg TAB,Withdrawal,4
EQRMEGKQ2QYU,1,2020-07-19,citalopram 10mg TAB,Withdrawal,1
BVVDC8Z9680D,1,2020-07-20,citalopram 10mg TAB,Withdrawal,0
PXZA7SMOGG0B,1,2020-07-22,citalopram 10mg TAB,Refill,20
4O8HK0LJ5RHI,1,2020-07-23,citalopram 10mg TAB,Withdrawal,18
3L2KP0HRV0EP,1,2020-07-24,citalopram 10mg TAB,Withdrawal,15
E3SIVE0HGMD2,1,2020-07-25,citalopram 10mg TAB,Withdrawal,13
FY72Y70XKOK4,1,2020-07-27,citalopram 10mg TAB,Withdrawal,12
8EHONO6B12TL,1,2020-07-28,citalopram 10mg TAB,Withdrawal,9
TMI2OS6YHRGA,1,2020-07-29,citalopram 10mg TAB,Withdrawal,7
A509O6QURVOD,1,2020-07-30,citalopram 10mg TAB,Withdrawal,5
5I3E87MOO0KD,1,2020-08-01,citalopram 10mg TAB,Withdrawal,3
2MBFPMLMXSWX,1,2020-08-02,citalopram 10mg TAB,Withdrawal,2
COJP9XAEG7NE,1,2020-08-03,citalopram 10mg TAB,Withdrawal,0
5IQG1UPG0XO0,1,2020-08-04,citalopram 10mg TAB,Refill,20
4I0L0RFHWSW6,1,2020-08-06,citalopram 10mg TAB,Withdrawal,19
U40ZQC7YJ70B,1,2020-08-07,citalopram 10mg TAB,Withdrawal,17
NP7G8JJ9CWMV,1,2020-08-08,citalopram 10mg TAB,Withdrawal,16
3WOH5GFQQSH3,1,2020-08-10,citalopram 10mg TAB,Withdrawal,15
0E2FS3AG57DR,1,2020-08-11,citalopram 10mg TAB,Withdrawal,14
JGBBFSOQEP2U,1,2020-08-12,citalopram 10mg TAB,Withdrawal,12
X4QNJM963QGU,1,2020-08-13,citalopram 10mg TAB,Withdrawal,9
2J4NZ331E2CX,1,2020-08-15,citalopram 10mg TAB,Withdrawal,7
0BF04C2ECZ9I,1,2020-08-16,citalopram 10mg TAB,Withdrawal,4
928F9BUER129,1,2020-08-17,citalopram 10mg TAB,Withdrawal,3
20AN2XP2BKVJ,1,2020-08-18,citalopram 10mg TAB,Withdrawal,1
O1DVEO8R9K5U,1,2020-08-20,citalopram 10mg TAB,Withdrawal,0
5NRI77XH57F8,1,2020-08-21,citalopram 10mg TAB,Refill,20
RY7EHK4VRRDD,1,2020-08-22,citalopram 10mg TAB,Withdrawal,19
VCY913FENNKY,1,2020-08-23,citalopram 10mg TAB,Withdrawal,17
1T0FVXWCYH0C,1,2020-08-25,citalopram 10mg TAB,Withdrawal,15
PY7NXRX9I2OJ,1,2020-08-26,citalopram 10mg TAB,Withdrawal,12
KZZZTTOOI8FK,1,2020-08-27,citalopram 10mg TAB,Withdrawal,11
1NDMQED00EBA,1,2020-08-28,citalopram 10mg TAB,Withdrawal,10
LYMWNNAOLAI1,1,2020-08-30,citalopram 10mg TAB,Withdrawal,9
K4MCGI6E64A7,1,2020-08-31,citalopram 10mg TAB,Withdrawal,6
DC4JA3B5NT11,1,2020-09-01,citalopram 10mg TAB,Withdrawal,3
O9633BLIGUK0,1,2020-09-02,citalopram 10mg TAB,Withdrawal,2
KHS5WKV0L6ZG,1,2020-09-04,citalopram 10mg TAB,Withdrawal,0
95TZ3R1PYP0F,1,2020-09-05,citalopram 10mg TAB,Refill,20
6BAOX5L7ER5Y,1,2020-09-06,citalopram 10mg TAB,Withdrawal,18
02EFPC10RGGY,1,2020-09-07,citalopram 10mg TAB,Withdrawal,15
5A11M479SC2N,1,2020-09-09,citalopram 10mg TAB,Withdrawal,14
RWJI8CPETH2O,1,2020-09-10,citalopram 10mg TAB,Withdrawal,12
WEQCCSCKN6UC,1,2020-09-11,citalopram 10mg TAB,Withdrawal,9
Y21MZ8A1G68W,1,2020-09-13,citalopram 10mg TAB,Withdrawal,8
1O3LNSIXYC4I,1,2020-09-14,citalopram 10mg TAB,Withdrawal,7
6TC0YPAEYC01,1,2020-09-15,citalopram 10mg TAB,Withdrawal,5
MC9HAW1R3PCP,1,2020-09-16,citalopram 10mg TAB,Withdrawal,3
U6PDAQFIM1OG,1,2020-09-18,citalopram 10mg TAB,Withdrawal,0
TV50NVMG641O,1,2020-09-19,citalopram 10mg TAB,Refill,20
U4ESVF1KRJAE,1,2020-09-20,citalopram 10mg TAB,Withdrawal,19
A9RHZWUL05SA,1,2020-09-21,citalopram 10mg TAB,Withdrawal,18
30N0E9I6TX4P,1,2020-09-23,citalopram 10mg TAB,Withdrawal,16
H3HJ610PXC24,1,2020-09-24,citalopram 10mg TAB,Withdrawal,13
2EEI3S4RQL4K,1,2020-09-25,citalopram 10mg TAB,Withdrawal,12
IAFWTUYUXPK0,1,2020-09-26,citalopram 10mg TAB,Withdrawal,11
TFLP3IRHNSOY,1,2020-09-28,citalopram 10mg TAB,Withdrawal,8
53CPUH7B1ZZX,1,2020-09-29,citalopram 10mg TAB,Withdrawal,6
FDFAAZFX0YW6,1,2020-09-30,citalopram 10mg TAB,Withdrawal,3
KRPAXMBVOPO6,1,2020-10-01,citalopram 10mg TAB,Withdrawal,2
PL2MM10NJXGF,1,2020-10-03,citalopram 10mg TAB,Withdrawal,0
FUTU9BFYOVRF,1,2020-10-04,citalopram 10mg TAB,Refill,20
MWZ3ZBQ7Q974,1,2020-10-05,citalopram 10mg TAB,Withdrawal,17
SGYIYTCBESNL,1,2020-10-06,citalopram 10mg TAB,Withdrawal,14
ATYUWTTMMQTF,1,2020-10-08,citalopram 10mg TAB,Withdrawal,13
E5MPVPZRLXWS,1,2020-10-09,citalopram 10mg TAB,Withdrawal,12
MRDN6V81AH5W,1,2020-10-10,citalopram 10mg TAB,Withdrawal,11
YPULO7Y2FPA9,1,2020-10-11,citalopram 10mg TAB,Withdrawal,10
8Y4FZA0RF4VG,1,2020-10-13,citalopram 10mg TAB,Withdrawal,9
W237VZOQAM4H,1,2020-10-14,citalopram 10mg TAB,Withdrawal,7
SMQXA9GZGRGX,1,2020-10-15,citalopram 10mg TAB,Withdrawal,5
MDMMMMYPT696,1,2020-10-16,citalopram 10mg TAB,Withdrawal,3
USD0WGPUFMS6,1,2020-10-18,citalopram 10mg TAB,Withdrawal,1
C62DQD0SSG0J,1,2020-10-19,citalopram 10mg TAB,Withdrawal,0
8U5JPXDG5ROU,1,2020-10-20,citalopram 10mg TAB,Refill,20
BELY0ICGS9RY,1,2020-10-22,citalopram 10mg TAB,Withdrawal,19
8YHNOW8G4AK4,1,2020-10-23,citalopram 10mg TAB,Withdrawal,16
AGB0SUF2ZI8E,1,2020-10-24,citalopram 10mg TAB,Withdrawal,15
VLZNBEFQD5OI,1,2020-10-25,citalopram 10mg TAB,Withdrawal,13
MF8KBOVT6N91,1,2020-10-27,citalopram 10mg TAB,Withdrawal,12
QXUU5WE6J8BP,1,2020-10-28,citalopram 10mg TAB,Withdrawal,10
YOXK5K2TXRMO,1,2020-10-29,citalopram 10mg TAB,Withdrawal,9
JQPI3RO5DRS3,1,2020-10-30,citalopram 10mg TAB,Withdrawal,7
93YKQZ38NR5R,1,2020-11-01,citalopram 10mg TAB,Withdrawal,5
1LGQV91QAAVW,1,2020-11-02,citalopram 10mg TAB,Withdrawal,4
HGDFIH1QZST4,1,2020-11-03,citalopram 10mg TAB,Withdrawal,3
NK9NWWBE2BBB,1,2020-11-04,citalopram 10mg TAB,Withdrawal,0
TG3DFNZ9M3Z8,1,2020-11-06,citalopram 10mg TAB,Refill,20
97381YJGE087,1,2020-11-07,citalopram 10mg TAB,Withdrawal,18
DJFKO8UNQCI8,1,2020-11-08,citalopram 10mg TAB,Withdrawal,15
A9B2OHT8GBUP,1,2020-11-09,citalopram 10mg TAB,Withdrawal,13
RYGNHCFZ19CB,1,2020-11-11,citalopram 10mg TAB,Withdrawal,12
98JZPGEJ3NQV,1,2020-11-12,citalopram 10mg TAB,Withdrawal,10
6J3I2QD6YAZL,1,2020-11-13,citalopram 10mg TAB,Withdrawal,8
B8T2KOYF5AF3,1,2020-11-14,citalopram 10mg TAB,Withdrawal,5
Y2Y938FXG3LM,1,2020-11-16,citalopram 10mg TAB,Withdrawal,3
258W6G2S4A3S,1,2020-11-17,citalopram 10mg TAB,Withdrawal,0
I1OP6CVHFZUO,1,2020-11-18,citalopram 10mg TAB,Refill,20
A59L3NWHJ7US,1,2020-11-19,citalopram 10mg TAB,Withdrawal,19
D2D44T2ZS3WE,1,2020-11-21,citalopram 10mg TAB,Withdrawal,16
ETCZ6X1N955H,1,2020-11-22,citalopram 10mg TAB,Withdrawal,15
581WJPG42RCA,1,2020-11-23,citalopram 10mg TAB,Withdrawal,12
PM2TXZMRLHKM,1,2020-11-24,citalopram 10mg TAB,Withdrawal,10
2HBHYR2R9M8T,1,2020-11-26,citalopram 10mg TAB,Withdrawal,9
PQNIFMZ3IEC0,1,2020-11-27,citalopram 10mg TAB,Withdrawal,6
CTWK4EYYSXCA,1,2020-11-28,citalopram 10mg TAB,Withdrawal,3
QGRCUESZYIZS,1,2020-11-30,citalopram 10mg TAB,Withdrawal,0
UXC9B5F948Z6,1,2020-12-01,citalopram 10mg TAB,Refill,20
9C97IBFH9L1R,1,2020-12-02,citalopram 10mg TAB,Withdrawal,18
YVFM454BD3VS,1,2020-12-03,citalopram 10mg TAB,Withdrawal,17
OO00K3CR4DI3,1,2020-12-05,citalopram 10mg TAB,Withdrawal,14
XLE9CQ47XIME,1,2020-12-06,citalopram 10mg TAB,Withdrawal,11
RNFMUOWPP0X1,1,2020-12-07,citalopram 10mg TAB,Withdrawal,10
901I2PXUH6SC,1,2020-12-08,citalopram 10mg TAB,Withdrawal,8
A4FOKM5PAJZW,1,2020-12-10,citalopram 10mg TAB,Withdrawal,6
MR8NDOBE5I2O,1,2020-12-11,citalopram 10mg TAB,Withdrawal,5
580MKPH1DOXD,1,2020-12-12,citalopram 10mg TAB,Withdrawal,4
IBKRQVSGJKKC,1,2020-12-13,citalopram 10mg TAB,Withdrawal,1
V4SNAL9CSRNF,1,2020-12-15,citalopram 10mg TAB,Withdrawal,0
6S0JQY7XI9LY,1,2020-12-16,citalopram 10mg TAB,Refill,20
864VX4WMN05C,1,2020-12-17,citalopram 10mg TAB,Withdrawal,19
G635AUG9TV5T,1,2020-12-18,citalopram 10mg TAB,Withdrawal,18
SI2UB1W6UT3H,1,2020-12-20,citalopram 10mg TAB,Withdrawal,16
VDNZ6CHBW0T5,1,2020-12-21,citalopram 10mg TAB,Withdrawal,13
YWPVJK16Z2OB,1,2020-12-22,citalopram 10mg TAB,Withdrawal,12
ASO7OWCQ5FZH,1,2020-12-23,citalopram 10mg TAB,Withdrawal,10
HOYNDSUG8IOI,1,2020-12-25,citalopram 10mg TAB,Withdrawal,7
7UGAH95HAYNQ,1,2020-12-26,citalopram 10mg TAB,Withdrawal,6
AES8I84KGKMX,1,2020-12-27,citalopram 10mg TAB,Withdrawal,3
17ZR9WDLUXEJ,1,2020-12-28,citalopram 10mg TAB,Withdrawal,2
3JTMPQLLUBOJ,1,2020-12-30,citalopram 10mg TAB,Withdrawal,0
IJ1OFDM2D4VX,1,2020-12-31,citalopram 10mg TAB,Refill,20
LB915KV3BC4V,1,2020-01-04,cloNIDine 0.1mg TAB,Withdrawal,9
MDK4SM0UBE3Q,1,2020-01-07,cloNIDine 0.1mg TAB,Withdrawal,8
9HOP02BBORLQ,1,2020-01-10,cloNIDine 0.1mg TAB,Withdrawal,7
XVE4XLB0QONK,1,2020-01-13,cloNIDine 0.1mg TAB,Withdrawal,5
LQF0ST4PLA0V,1,2020-01-16,cloNIDine 0.1mg TAB,Withdrawal,2
JV57XLS890GK,1,2020-01-19,cloNIDine 0.1mg TAB,Withdrawal,0
335OG1O5NUA9,1,2020-01-22,cloNIDine 0.1mg TAB,Refill,10
CUW3IBEMKFDT,1,2020-01-25,cloNIDine 0.1mg TAB,Withdrawal,8
TIARWLMTJTO8,1,2020-01-28,cloNIDine 0.1mg TAB,Withdrawal,5
7O4699OWAOTC,1,2020-01-31,cloNIDine 0.1mg TAB,Withdrawal,2
WRLOIRIYXVIQ,1,2020-02-03,cloNIDine 0.1mg TAB,Withdrawal,0
PYP7F8U1D4KT,1,2020-02-06,cloNIDine 0.1mg TAB,Refill,10
VSJHZGNGYZLW,1,2020-02-09,cloNIDine 0.1mg TAB,Withdrawal,7
728MH55HQEK2,1,2020-02-12,cloNIDine 0.1mg TAB,Withdrawal,4
SZ0RR1YZ37KK,1,2020-02-15,cloNIDine 0.1mg TAB,Withdrawal,3
QWA48QJOZSYV,1,2020-02-18,cloNIDine 0.1mg TAB,Withdrawal,2
YMVEL9OJ88MV,1,2020-02-21,cloNIDine 0.1mg TAB,Withdrawal,0
B7JCINX2SEAX,1,2020-02-24,cloNIDine 0.1mg TAB,Refill,10
T1GOO1VOIM7Y,1,2020-02-27,cloNIDine 0.1mg TAB,Withdrawal,7
FDVU9VXENCUA,1,2020-03-01,cloNIDine 0.1mg TAB,Withdrawal,5
3SCML9478XEQ,1,2020-03-04,cloNIDine 0.1mg TAB,Withdrawal,4
MMOXJKIPMCLN,1,2020-03-07,cloNIDine 0.1mg TAB,Withdrawal,3
DZMWQL3CO9ED,1,2020-03-10,cloNIDine 0.1mg TAB,Withdrawal,1
3HEHKH9K3L0O,1,2020-03-13,cloNIDine 0.1mg TAB,Withdrawal,0
5PYMDVFL3YS5,1,2020-03-16,cloNIDine 0.1mg TAB,Refill,10
I0A2E5Q2REKV,1,2020-03-19,cloNIDine 0.1mg TAB,Withdrawal,9
XYO46SRX4GXN,1,2020-03-22,cloNIDine 0.1mg TAB,Withdrawal,8
X1EPTWZKQX1J,1,2020-03-25,cloNIDine 0.1mg TAB,Withdrawal,7
WGY7S9SPPIPM,1,2020-03-28,cloNIDine 0.1mg TAB,Withdrawal,5
CVNSIANSLHD0,1,2020-03-31,cloNIDine 0.1mg TAB,Withdrawal,2
LNPBXQ3UVJC4,1,2020-04-03,cloNIDine 0.1mg TAB,Withdrawal,0
U00VLP4VE964,1,2020-04-06,cloNIDine 0.1mg TAB,Refill,10
PAR33QHNHSS0,1,2020-04-09,cloNIDine 0.1mg TAB,Withdrawal,7
0GV6JC6KUR5E,1,2020-04-12,cloNIDine 0.1mg TAB,Withdrawal,6
YH7X0BFPRBY7,1,2020-04-15,cloNIDine 0.1mg TAB,Withdrawal,5
APE5XCNPNTCT,1,2020-04-18,cloNIDine 0.1mg TAB,Withdrawal,3
E0ICLMGEQ3Q0,1,2020-04-21,cloNIDine 0.1mg TAB,Withdrawal,0
4I8INIUOPWYF,1,2020-04-24,cloNIDine 0.1mg TAB,Refill,10
XLJTE9AA2L7M,1,2020-04-27,cloNIDine 0.1mg TAB,Withdrawal,8
N4MX1L7QFB9X,1,2020-04-30,cloNIDine 0.1mg TAB,Withdrawal,7
X38G6NGS7YOX,1,2020-05-03,cloNIDine 0.1mg TAB,Withdrawal,6
CIEMBFEOJHCX,1,2020-05-06,cloNIDine 0.1mg TAB,Withdrawal,4
9W5VIJHI0A6O,1,2020-05-09,cloNIDine 0.1mg TAB,Withdrawal,2
37ZA71IXBXJ2,1,2020-05-12,cloNIDine 0.1mg TAB,Withdrawal,0
0VJG8I41AHDM,1,2020-05-15,cloNIDine 0.1mg TAB,Refill,10
RXIGOEIVS73J,1,2020-05-18,cloNIDine 0.1mg TAB,Withdrawal,7
2Y2DQJMRQ1YI,1,2020-05-21,cloNIDine 0.1mg TAB,Withdrawal,5
HNZ0DJZYA11W,1,2020-05-24,cloNIDine 0.1mg TAB,Withdrawal,2
Z8WP2LHU3OEX,1,2020-05-27,cloNIDine 0.1mg TAB,Withdrawal,0
IRC7MSK0BQC2,1,2020-05-30,cloNIDine 0.1mg TAB,Refill,10
O5U2AJYGOV41,1,2020-06-02,cloNIDine 0.1mg TAB,Withdrawal,7
N6TRJ4UK9WCC,1,2020-06-05,cloNIDine 0.1mg TAB,Withdrawal,6
Y2V6XHSO648V,1,2020-06-08,cloNIDine 0.1mg TAB,Withdrawal,5
9QM8HQFO4ECC,1,2020-06-11,cloNIDine 0.1mg TAB,Withdrawal,4
UQ79M6KZZGS4,1,2020-06-14,cloNIDine 0.1mg TAB,Withdrawal,2
ENRUDV4VW9A1,1,2020-06-17,cloNIDine 0.1mg TAB,Withdrawal,1
I71P3NEZD0CB,1,2020-06-20,cloNIDine 0.1mg TAB,Withdrawal,0
V5JTGXTR5UTP,1,2020-06-23,cloNIDine 0.1mg TAB,Refill,10
XM5W14N9HR7Z,1,2020-06-26,cloNIDine 0.1mg TAB,Withdrawal,8
CDUWXGUK8VO0,1,2020-06-29,cloNIDine 0.1mg TAB,Withdrawal,7
9NKA0C5LCEYC,1,2020-07-01,cloNIDine 0.1mg TAB,Withdrawal,6
5RTBTJ10IYET,1,2020-07-04,cloNIDine 0.1mg TAB,Withdrawal,4
VCV1HIG64KI3,1,2020-07-07,cloNIDine 0.1mg TAB,Withdrawal,1
B4YHI73ZH3HU,1,2020-07-10,cloNIDine 0.1mg TAB,Withdrawal,0
GLFFYGO1QS1J,1,2020-07-13,cloNIDine 0.1mg TAB,Refill,10
Z8IU5W4TG2EB,1,2020-07-16,cloNIDine 0.1mg TAB,Withdrawal,8
4G3N9DTIQOXS,1,2020-07-19,cloNIDine 0.1mg TAB,Withdrawal,6
FV8L4S7TKIQ0,1,2020-07-22,cloNIDine 0.1mg TAB,Withdrawal,4
XXD8MJZPBOVD,1,2020-07-25,cloNIDine 0.1mg TAB,Withdrawal,2
XBGO4CHTRBWT,1,2020-07-28,cloNIDine 0.1mg TAB,Withdrawal,0
2OMCLWZ0FV4K,1,2020-07-31,cloNIDine 0.1mg TAB,Refill,10
ORQ3LW78CBSK,1,2020-08-03,cloNIDine 0.1mg TAB,Withdrawal,8
Z2CQZT29GY1L,1,2020-08-06,cloNIDine 0.1mg TAB,Withdrawal,7
